Protein IDs	Leading	Core mucus proteome (yes if included)	Annotation (IC=intracellular, S=secreted, S+ER=secreted with ER retention motif, TM=transmembrane, L=lipidated and P=plasma)	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCA_1	Intensity UCA_2	Intensity UCA_3	Intensity UCA_4	Intensity UCA_5	Intensity UCA_6	Intensity UCA_7	Intensity UCA_8	Intensity UCA_9	Intensity UCA_10	Intensity UCA_11	Intensity UCA_12	Intensity UCA_13	Intensity UCA_14	Intensity UCA_15	Intensity UCA_16	Intensity UCA_17	Intensity UCA_18	Intensity UCA_19	Intensity UCA_20	Intensity UCA_21	Intensity UCA_22	Intensity UCA_23	Intensity UCA_24	Intensity UCA_25	Intensity UCA_26	Intensity UCA_27	Intensity UCA_28	Intensity UCA_29	Intensity UCA_30	Intensity UCA_31	Intensity UCA_32	Intensity UCA_33	Intensity UCA_34	Intensity UCA_35	Intensity UCA_36	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity UCR_24	Intensity UCR_25	Intensity UCR_26	Intensity UCR_27	Intensity UCR_28	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47	Number of IDs in controls	Number of IDs in UCA	Number of IDs in UCR	Number of IDs in total	Sequence annotation (SIGNAL or NC (non-classical))	Sequence annotation (ER retention)
P20810	P20810		IC	21	21	21	Calpastatin	CAST	3698082.555	7826105.596	4023388.844		5119548.256	4446602.84239228	17029453.1183109	3537098.30220764	8228076.76354689	4231424.49398215	4115116.42967452	9835791.43634038	20492464.8113159	31208550.2420085	919932.548036367	4130163.49420571	5302314.17599221	3909921.95769526	1502419.7733353	9808049.34649721		6508342.89775721	3624748.85772125	5838223.29437096	11659144.3725165	5627507.31147851	17273632.2001441	1361731.39588479	11524940.2051505		10851310.3224448	11867671.8544882	8753217.94448154	35976356.6259224	7291932.08660043	2026792.9799841	13479501.3727253	4894989.687	1093370.174	10382335.96	4405991.823	5685705.135	5533839.104	8849445.276	2971250.565	12481129.62	17490721.33	7848530.093	17579960.37	18719567.22	3586546.222	24409743.84	6901063.947	10032697.99	8087764.084	18690530.6469804	431549.8577	32040881.09	10802010.74	11014616.05	3478197.563	2146893.007	307876.779		3660345.43868217	5546882.85068401	1412625.12514535	14354897.6667201	334573.202940402	7758497.5167754	2932364.62179596	1752608.19439827	3993949.33428269	8422377.49183239	11650738.9837834	17365421.2716926	3120667.00767279	1266669.01597855	1623773.07927024	20849563.8160468	23229255.2548455	19324061.2045231	14345395.6966168	5060511.53890392	7593490.64699547	12129151.3868296	6142738.01571783	24268165.1000604	5128783.12225484	18805658.7720766	9682414.46109802	7277135.7991728	8534888.67550147	3747102.37237378	13575903.3892997	4577347.06664981	14223598.8037106	14526633.7397952	931802.609104839	9613132.2674106	8981513.40128654	2353110.59512743	13287000.2252768	3122578.5068695	18223993.9646975	25834908.5098434	574633.756961211	5526479.66134682	39600130.9016496	2880175.91655338	7695984.52323711	47	33	27	107		
P04040	P04040		IC	15	15	15	Catalase	CAT	32970215.87	34985691.57	11898710.17	5423217.492	5358311.324	30064381.362182	14179831.4630472	39028783.4918668	8484979.23432852	23782020.0294639	41945121.4501115	27659250.5869598		16203351.1616494	33473660.6086627	31519739.8423297	49283869.2988929	58168420.5351165	40990101.5631476	41379263.0289624		12358097.0677338		13260628.2756994	23562550.2724727	37840233.0851645	33602907.8700437		28269305.0835675	635630.4764	10682401.8433128	10605321.4378428	29669980.3689326	19353276.7772587	42287152.6418592	13027393.4339815	23744740.6661504	4267457.304	37449528.35	18119699.42	23374811.27	10929312.99	29460540.13	18014344.49	23039546.09	15664771.08	3174393.418	23556950.42	6201405.109	20471644.94	46551250.78	5622162.25	5183797.648	2389356.231	6596700.197	8517846.93063904	2748195.236	20637042.72	15440442.28	13938866.35	46955959.2	42657701.55	40946909.12	43670741.03	8470686.2766788	18546940.7814499	41527513.8972224	11208203.8384315	26130603.5053544	18076135.8184691	17199800.0150917	12187572.7919495	15259376.2426578	19253618.0803382	11384728.3106827	11322114.6083097	15992483.6945117	33449622.7683803	22609460.3221657	9312295.73722413	10654791.4652686	8976673.018056	8611023.2395382	21160864.1495655	21343157.337862	4882826.54295493	9856910.10267658	15462813.9473606	13647448.4855069	8074408.33920793	3611519.43572506	9309175.15006173	12192964.9868022	15437272.2436027		11350049.4962562	8122107.33969443	21764018.6117802	2940547.91202808	1451400.1472671	8951489.66166962	3752215.66562119	18317723.9768945	1674223.76924345	6057454.40043912	12009653.8228572	2545412.02540993	11030559.9396677	9998451.93422254	18622656.6587057	41738597.9276103	46	32	28	106		
P16152	P16152		IC	8	8	6	Carbonyl reductase [NADPH] 1	CBR1	8006463.72	1224362.861	2408937.288	836962.35	1430812.833	16683614.4460559	7097047.38496461	14549421.7873573	4053909.91555171	2933731.54058657	2686677.99943711	17188523.5345026	801669.611424644	4205333.17938675	8993203.12782837	7899514.95491512	12141474.8676645	12196325.0794612	5352403.17737779	14256159.7272203		2295995.75280524		2509180.3353776	963696.041967022	12449007.3747026	8590438.04088664		4296835.35587184		3401235.5792528	1771866.603564	6317021.29379805	4709801.89329765	3438137.47911027		9740192.46622532	871076.5937	8522394.266	2226116.952	2513233.467	7099436.488	16021900	5938566.851	1748057.359	6466394.571	1317567.846	231647.3536	2564356.053	10643103.69	10620928.91		1352359.331			4040169.33284292			5181784.755	7080039.069	1157321.993	5553943.066	4523205.077	2303882.055	325027.506275379	1352158.76316009	6371267.70133111	2032296.33427094	4564483.67250812	356994.371954085	3176444.52643635		4467908.53943357	947912.055389882	11262116.7686443	2894590.56758998	1923310.00526677	22446970.152917	13484164.5902134	1012088.49671467	7441577.22836221	4134749.82057064	2813553.75632393	11666525.5709817	6001974.40121288	2606034.81225595	2228972.77790259	1897136.19705782	1294669.09199091	12333906.7523788	9187485.57303496	5223470.48751367	1726523.28168541	5899426.08337016		1277896.77639354	11147846.9591451	4783157.01498823		1549316.36332619	447344.889780528	1004426.95756313	13372387.3328008	7730537.3611991	6472415.84225089	937784.130076746	3155884.71875136	5548554.41563321		1010443.74246362	3199237.52360463	43	31	23	97		
Q13185;P83916	Q13185		IC	6;1	6;1	6;1	Chromobox protein homolog 3	CBX3	10940842.18	3817511.491	4771188.47		8100904.465	4448296.61035635	3600666.6012477	1673430.59512828	5605346.15127843	4394613.00351423	2075764.47369894		8545164.65866488	574221.911039248	1350808.79838365		3643899.798851		5505501.64989594	1709874.99887738						2504026.80688251	4811485.07022334		919061.84281099		15970629.6756357	7236739.35102433	3826415.66995685	1558758.54695281	1116884.17912548	6537223.0429337	3771873.28621975		3114919.191	3449928.534	3734034.335	3089844.111	1725793.424	3560111.083	4896989.281	4240379.914	2113414.47	4204412.735	766617.9322	3863216.104	2846792.969	514366.953	482114.5138	1860806.696	3968431.888	6375930.76315395	3965645.817		6921196.579	5902135.902	2653875.84		335451.9945		5785470.68173632	1161627.44942572	2904359.8234482	2626648.62689593	2079336.43155908	1358470.367206	2601324.15578136	2096056.79945035	2589708.13185453	2943848.66678646	1611936.59598573	1104358.45408638	6248048.73725559	2226835.56624062	1385357.3060177	6163053.47331513	8080519.01257585	6829920.16321456		381689.17261696	4631994.11097222	624575.707271181	363077.537443554	3440161.07022268	1546907.1675188	10098939.3839247	9231328.98709431	6424111.79101485	5120372.75952066		5379517.57782591		5342159.50952794	2968506.52469168	724198.411442556	2192311.55926259	5399239.73940481	4884559.0663305	1925752.9512911	5836017.61925791							6872740.23403507	38	25	24	87		
Q6P1N0	Q6P1N0		IC	3	3	3	Coiled-coil and C2 domain-containing protein 1A	CC2D1A		1349798.7					2110899.27112695	892408.852062921			307567.137486512	1243094.80018809				822656.837749298	1201252.80768278	576721.423440431	1401737.38311877					501320.305444405	198488.041413689	419335.581828183	1869818.29563578		302818.221617584				267796.780576635	1918918.20395815	293344.058183306		411473.173348956		496669.1081	1237630.13	532598.9407		1272804.974	968033.5893	1371696.705	1726986.704	643005.1568	445093.6068		1711477.673	1131351.443	584147.8481	374264.1783		239748.581			6525518.612	224528.1729	202543.0952	362327.6628	337439.5813	424355.0244	939446.1353		183534.069187495	530751.860053618	806464.312713081						436105.685870143	700647.449705954			1044992.19557373	2047270.80577651		1427532.60057331	1496353.10714568	503617.518242056	697768.035762749	569272.185429263			430186.499553755		294059.710479531	340037.304363822	202314.867812785		878718.290614545			903086.606434298	1824551.79859047					870236.93751463		4872611.65628944	4640194.61382971	4589139.48024068		9954682.58759089		1858878.8571142	25	17	22	64		
Q9Y2R0	Q9Y2R0		TM	4	4	4	Coiled-coil domain-containing protein 56	CCDC56	4072689.717	7194987.595	3476306.594			2651978.69501081	4641420.35422864	2438446.1811881	4577237.96594566	4026701.06574801	1033011.26408384	572964.884763592	2392035.5992485	1261130.32636708						2181763.31313989														4033901.32724442	3507690.08089155		2656363.96154608		3871917.79	5403666.545	4563125.536	4474428.955	4341247.064	1376533.89	2023476.112	1225801.525	1730840.709	5992100.771	1070576.221	2459824.904	469429.7741	737567.4388					4512869.214	4883726.323	6246496.855	4059064.949	3760079.371	3223246.233	6045026.916	8750059.366	4170744.63134087	943289.921353966	2021243.57976149	9937202.71362984	1265456.92568018	5081039.72711976	3411442.38811338	3586288.06660128	3469873.75311792	6862967.45970194	5651757.89034155	2605874.2576775	1355076.66363297	1743342.37810893	3434781.1059443	2834882.33357853	1091366.25318834	2442185.99948078	928501.420053323	880265.950793353	2635137.43393794	2425504.66256358		2117305.37284891																7026538.30916415	939846.44436838	3320345.78966116	2337310.09330351	1361525.39636129	4326983.2054269		5681735.17629605	30	15	23	68		
P78371	P78371		IC	15	15	15	T-complex protein 1 subunit beta	CCT2	28360075.21	6838374.111	1774729.559	2486944.267		5525071.09878523	4833156.61067536	8376118.17287128	1402388.50914393	9310926.44640999	6525506.46568447	9442393.61955918	7993802.17008391	1374563.41788219	12717988.5754911	34341959.7151114	12933787.4093576	22756663.3313722	6270188.23105236	4366145.31836781		6112184.45616225	1189484.47621054	4990390.52076009	15479691.0459527	30533456.5089788	12565591.1960874	112998.924663742	3958569.10896558	838647.2266	3356738.18421265	3173233.35984255	13547834.3162705	3386434.4183232	5262053.39705849	4684524.87492735	3581794.85834004	471913.8358	1274885.57	4639244.925	5797390.545	6870787.145	7081079.882	5516594.91	22711506	4572713.221	555772.2894	2707693.544	3140654.409	8571476.711	1388895.643	3063981.744	191393.741		3233874.512	2573258.87064357	1042940.693	6346301.134	1702031.767	2044180.769	3049873.531	10116013.4	8994448.77	5494474.189	2604999.86647178	4059642.02045531	4943446.16046012	4909646.53882392	7233864.35292889		7392328.87002964	883161.456031187	5072770.27058149	6493633.50472368	8289843.87026377	3807903.92208157	5295244.95895811	11887930.9811586	7764754.5164015	32117850.7727318	6501873.22299898	5017500.90266247	592538.43634712	9684362.18083209	3084760.79168076	2881644.48422897	2860753.18159386	1941170.03221603	507118.067712227	4614400.94328333	5157599.62902212	3866401.40110802	1712535.48908746	6987223.76759183		5883455.5086357	5079412.35611948	6481349.26011343	533181.652033252	149916.591761032		1775209.77107544	9832106.49007818	1074575.44111796	8662309.6883926	6203168.16395762	3158911.65594564	1024073.82164501	3054952.02422242	3312522.29724578	5012624.26118573	44	34	27	105		
P49368	P49368		IC	5	5	5	T-complex protein 1 subunit gamma	CCT3	4733104.331	4242599.611				3148714.6451998	874106.887164378	623103.073811257		5696842.00724175	2428641.92459308	1341528.85606442	1601526.78560309		4202327.62449737	1367736.87308281	2486514.7263055		1175997.71429793	1771021.45913282	973678.064701336	764189.095334044		945589.439693095		2783291.04251684	2841009.20909625	452945.169716105	781267.546184302	634774.1547	1710395.10840053	1235162.54454697	5969640.92671419	21070613.0836393	1666774.71928889	1300046.19819153	1787597.95457286	647132.8902	1112106.916	2495220.385	2706136.186	5236384.048	1456606.886	3131445.159	3247765.597	1986758.813	583936.9781	1466618.966		1747146.799	1054515.228			1631047.616	1315330.101	1092512.88777688	3200134.66	14363429.79	3044409.548	4415311.472		1149577.9	1156865.591	537648.8891	930502.450260118	1600880.78131179		3841619.17622869	896279.700233656	527548.828643744	4261294.55841011	872875.41778311	3438117.86573658	6348801.08078328	2671029.02354462	1069979.88576163	1554839.64045549	627125.218791883	1548833.77411608		2381288.44466638	2625648.9309383	966187.552936194	360719.871414756	2597891.24645088				1276478.84615958	2166325.04380644	3187045.38717032	2189067.8549259	955326.536197338	1308208.3037061		1665681.77388899	4444806.01182632	3932941.10160668		956146.430100303			2917392.84040064	1327477.01140312	12223166.853127	8151906.35203186	2865298.74810094	4164662.09911997	12171093.0613731	9608329.43407191	5298622.92613666	38	28	24	90		
P48643	P48643		IC	9	9	9	T-complex protein 1 subunit epsilon	CCT5	1097460.734	3946785.141	1017379.008	2062402.489		5176770.81381081	4158104.6931611	3025251.1393857	1645836.8203566	3465378.49997306	3512119.66060928	4578642.97724704	2712503.12180693	1488357.76128111	15300938.9002391	9763800.48427509	6837315.95932837	1307000.5522816	5513156.57352184	7162777.53377649	1361367.85502012	8611016.20307819	577474.20484718	5941375.62059409	4265250.8455164	13359060.2339006	8868324.68357784	1194126.01681732	5795702.62628341	1648818.902	7984709.43108261	4059245.5585256	9066418.31560735	7087478.05784823	7248707.89145469	2147365.40044165	3594275.47964233	3794081.334	3586332.197	4142596.063	3808071.492	3036011.01	5293355.453	4557765.547	8264080.516	4728546.316	1221096.633	883105.7832	1360517.989	5955015.034	1972311.443	3733125.233	4840538.32	8225029.56	6037419.333	10716486.2666355	7110433.401	6282824.106	2415866.967	4735680.941	7309842.781	5071983.707	8945832.539	6159506.747	4338038.20074732	2179850.5493227	4106239.93262001	2404771.72552854	5639390.14874294	2630163.94514362	3834211.48805794	2566643.0492999	2880838.24597438	3924455.11990031	5779830.57864896	3767530.32563846	2645829.34351445	1354937.04965278	4909959.81703085	15894339.0354075	2704216.37379791	4223721.45710126	4662468.70489864	4181374.44119323	3257524.8665393	3076036.52122058	2012476.70086177	1327782.95609887	4896207.83626845	9287089.40798278	3156071.43295923	1568562.97312311	3067506.57039556	3127174.65986036	3650477.87708005	9438540.50507804	7861677.82598643	7854920.04045937		3159622.60588034		1908314.62658656	10677219.9132637	5997700.38607649	6620895.92468123	3821961.12862596	2689706.12146103	6313704.35464839	5825279.65311702	5247651.60205541	5212755.84761128	45	35	28	108		
P40227;Q92526	P40227		IC	14;2	14;2	14;2	T-complex protein 1 subunit zeta	CCT6A	15777900.66	5638654.039	1894568.189	884003.5183		4793209.35940263	4188268.07984601	6745326.93042169	2661708.91818016	6196354.05584296	10597502.8085813	12417411.7329164	3519371.56638515	1346867.44012372	12561492.3014965	23610772.4763574	9242846.93573788	12310295.9431089	9227406.09495548	8504726.29428605	1305649.23179302	2736311.41081722		7685046.6734812	8825608.45274074	8600658.36198621	10071482.2354496	887185.759527783	1723759.24649231	3057068.492	3795173.74187358	1997985.12194562	4250875.4156808		7660322.46920943	2049452.54655019	4820245.47561213	1310270.227	4207639.14	4173815.746	4947369.009	4640576.624	8005907.599	6330917.919	10705575.84	7689978.529	1650638.794	3092943.26	880828.7481	6026609.438	9633585.166	2323598.644	7819331.133	4325620.645	3003408.586	2658836.86835426	1052010.95	7738590.655	3981595.758	5360554.65	6979471.46	9820393.518	18245582.32	18229065.61	3770849.11182617	3029310.81548888	8182006.84162132	5825508.85303492	19710846.9839661	2536894.55143701	4359153.57134035	3354852.20601954	3912025.35120117	4833209.05755643	4996420.33806705	3302623.85306165	5988768.90713988	7358917.00904368	10347214.3416988	14646304.2484261	5417990.43819354	9135954.58892027	8624216.25409385	20334748.9390708	5643222.03509159	2601987.88542698	3041855.96214025	1392559.41778661	4232437.1038611	4696237.29140338	5285857.97462859	4553065.70363742	2724000.01093668	1370590.96660053	2203932.88010765	3003305.63874998	4105759.71985845	3877423.05153005		970382.219446164	1198653.65164746	1836173.61636345	2954886.53825569	1298074.32124079	1271782.28764787	3278493.96573302		3060924.38480023			9163091.32004594	43	33	28	104		
Q99832	Q99832		IC	9	9	9	T-complex protein 1 subunit eta	CCT7	3655012.037	1603296.249	834727.8395	587292.7793		3704424.51631946	2638711.7731723	1005370.33715939		6091970.2469996	2126504.72396005	2824469.4219675		1025955.35000931	1672855.92912412	1693466.95811266	920669.018179798	714395.3413885	1159922.37468353	4410139.34544667				744105.174799188	492598.338731443	1338881.44142573	1043449.07480861	384179.728113152	700593.583603438	651363.9605	2300485.05323913	473018.480497266	2513276.02932358	11935770.2513062	1382863.27923091		864892.710706989	806940.2551	1009371.392	3070890.872	2941961.713	5188581.259	6233827.536	1940167.243	6493169.979	1545960.844		1902533.248		2009510.192	1128718.526		749085.9106	3121683.066	1297109.504	2297189.67572327	20171140.32	10356567.53	1366850.361	1228563.73	583918.8955	792360.2353	1530519.238	1762498.089	389555.025903579	2246494.08180739	1948068.2269929	3210870.50792635	2613821.43607443		3589904.53234347	827970.777689351	3256323.16843132	4674321.80057148	3385029.85670821		769827.606249959	2208129.75777986	3539560.15458223	988388.062176667	465500.203132861	3946687.17378288	1774976.70613023	1701968.37196489	1033369.38736494		910477.460420986	629188.285132138	549258.80388816	2950784.89507148	1906730.44606191	2059672.52298419	2077128.82102706		785777.854453235	1254009.40043826	2225726.98916775	3198594.06980755		773682.632647009		642010.834284685	789994.950572278	6428875.78364221	15091172.4834696	8545556.11622551	7691750.1043728	25161648.9703554	9927234.01427952	20412248.3112428	1433311.04422615	41	29	25	95		
P50990	P50990		IC	4	4	4	T-complex protein 1 subunit theta	CCT8	2925206.033	3707830.878	1419882.28	607667.298	1354462.029	1160954.75624299	823156.484384206	844783.975071031	569227.220281445	2904438.49265985	2316164.66119952	2008613.1109719			2050993.58810995	1485054.79774657	1303082.03306453			5265404.18139636	2136357.34027919	1354693.13942781		3479208.94159126	2537279.39146378	5861006.78399265	6229928.42769655	676830.445932555	4626808.94323082	783385.9324	10595223.2734382	5191573.88225658	4971445.53455154	10268369.6711326	4715376.16636635	4705574.74550787	602641.862399899	4406952.853	1959743.435	1532528.187	2032054.425	2431911.906	1708597.55	2003258.031	1577375.314	1155759.603	1053947.995	1588512.44		1775067.336			5208281.541	3334305.229	4671929.829	11715307.2773799	4751241.115	12619914.06	4234788.86	4214291.799	1454101.181	3511506.541	2310497.533	1857021.167	2576841.54290832	1645886.37940013	1916592.80128148	2313545.80256106		1087758.42377627	3198014.37847434	955550.832734057	2416343.74341436	3028177.66505378	2054447.99317883	1500083.36324426	925715.979683269	1852069.88978712	2922141.86725869	2180510.51450394	576776.124304633	2433380.83013432	3350738.89247018		975000.850557038	1805301.4969237	638800.931233436	2442249.59049558	4560987.59166237	15036176.3698939	10320870.545435	5523030.09225646	3832048.02224354	6171009.98101018	767451.263008559	4933322.58957485	8384976.47413975	10289581.0263038	2924940.04690028	3954947.97410646	1571036.32801385	3315064.32593717	4530771.29000006	4704110.13523083	10514355.1360935	9686776.50348338	4856115.34077576	1007647.60742602	12133258.5414034	3513525.43914663	3443005.55596056	45	31	25	101		
Q9Y5K6	Q9Y5K6		IC	6	6	6	CD2-associated protein	CD2AP		8985023.672	4857985.173	2030233.63		2726966.42214721	9718689.95481909	2001731.74441949	6921971.31403426	1238669.64787159	3000382.3344597	9300262.79543177	4814405.67451235	7266099.97358119	2209231.12801825	1645043.60661125	6768138.49643316	2820418.2079899	8608163.0626913	7304448.77573877	773299.071952303	6295275.35350111	1017542.444339	8948861.03957265	7612860.1891505	1280903.29570196	7380791.37785311		9502150.13080403		3238199.54545263	3976246.01863116	2332226.68338661	5819704.74831097	5957372.10458274	878305.849972336	6326670.8123403	3705602.429	1865631.946	4927796.685	3307930.191	5171432.559	6000325.669	4263565.002	6165720.188	6617098.599	5367641.904	5641760.683	2127078.71	9266288.234	7966178.314	3956512.298	6419143.365	4956024.28	4017324.995	7888219.76016242	5226966.825	20560950.38	9046593.646	10856865.19	12042536.1	8442483.275	8261191.12	12893028.82	2896048.0848168	3735236.18651909	4301507.86028195	8889175.0811414	2752846.3945301	2268852.15602503	4095774.32540281	1375342.85607361	2017274.64400971	5068834.19977395	2197494.79222369	4387883.10252317	1566361.49282378		4036675.17229084	1027465.56436135	7954845.54897176	8943423.64724027	4299144.55622268	4633770.86598794	5419744.91016923	8672052.51408105	2765730.11772693	3999858.01678359	7183847.8001048	5882029.27436736	5061842.12269347	3812056.16265402	4525833.19433894	2503713.55433143	550228.027470975	6379365.04421689	5748783.29591934	7004704.12707781		6535094.46443116	2609062.97271077	675514.731151882	6524998.13328631	4967901.5907613	2704869.07314632	7687189.36025008	1280122.00883094	2401992.96935135	29545545.3985831	17484428.9612907	10376027.065817	45	32	28	105		
