Major	Annotation R	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCAnoninf_1	Intensity UCAnoninf_2	Intensity UCAnoninf_3	Intensity UCAnoninf_4	Intensity UCAnoninf_5	Intensity UCAnoninf_6	Intensity UCAnoninf_7	Intensity UCAnoninf_8	Intensity UCAnoninf_9	Intensity UCAnoninf_10	Intensity UCAnoninf_11	Intensity UCAnoninf_12	Intensity UCAnoninf_13	Intensity UCAnoninf_14	Intensity UCAnoninf_15	Intensity UCAnoninf_16	Intensity UCAnoninf_17	Intensity UCAnoninf_18	Intensity UCAinf_1	Intensity UCAinf_2	Intensity UCAinf_3	Intensity UCAinf_4	Intensity UCAinf_5	Intensity UCAinf_6	Intensity UCAinf_7	Intensity UCAinf_8	Intensity UCAinf_9	Intensity UCAinf_10	Intensity UCAinf_11	Intensity UCAinf_12	Intensity UCAinf_13	Intensity UCAinf_14	Intensity UCAinf_15	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47
P10909	S	4	4	4	Clusterin;Clusterin beta chain;Clusterin alpha chain	CLU		176872.6123	13335787.4	1787509.918	3375941.43300001							55878562.3322791	10309549.0722593		256481.034675422	47509158.221716		13379050.0954444				987860.654701321			6808328.44800001	14454085.8038591	1496105.24266002		8681036.00606708	169320.678106866	486749.12035342		1931890.67136527	1018762.99126833	10138915.83	545392.5117	153278.7825			419704.3548		7554186.458	72737.23587		1976594.697	432933.2929		2948309.97400001	4780529.99315268	7122928.14200001			395810.439600001		243237.2626		1239297.51118715	6080488.02018675	310018.909628207				662466.918855135	2217498.41231476	734367.825615166				309441.854929734		135812.381861036								2521129.57214947			3274456.00253404	2371470.63509108	8795358.34139196	712583.457640231		1430826.45423835				8607182.52654575	7217256.14679122	10626637.722061	4486596.79876461		2766671.43379342	11272161.5018345	1690550.84915524	47698476.3073892	3989362.57978683			316892.818809371
Q14019	IC	2	2	2	Coactosin-like protein	COTL1	736239.995100001		473995.480800001		4726605.42600001	192743.293380388	1062512.51203336		351702.792344154	637551.622361304	951711.26555174			1337290.56153962	7627838.35089273	574714.833307114	1107874.56130916		1582614.32513151	8453175.67667316	1658942.81694925	3395307.57367724		437447.867290181	535497.9248	11617149.8425237	924735.716818032	9911501.2768967	3811666.12647641		7458494.88313314	1876279.56415299	5498945.85212153	1148805.3270215	2519139.441	817147.059100001	544938.4668	1171513.807	1295637.991	4179890.217	459609.572800001		164224.5074		2124394.235			1370746.126	881478.038667268	5114514.15200001	1090803.673				876497.123900003	733167.382600001	2875461.74742167	136155.804687978	2001837.07524643	542185.894774664	310243.835210659	471191.703824552	741798.564140114	321549.297814236	864804.874435608	1031489.45830723	606063.919647841	781104.415810617	918467.132166791	1500101.91739517	1948724.10862571	1532487.02610916	1295189.08906274	112781.077284315		2276691.42171731	549047.626946876	447092.381800623		320399.246236446		4239289.84557389	679398.416769516	1744774.50532476	615696.393384968	1649363.49141003	2746617.76332804		434258.590293297	4275950.71036037	3364507.16060422	2576461.0829306	16625204.2872895		3194572.52790138	11980154.9328096	644035.480370032	655375.300787741	699797.609944492		1287807.92874741	1826924.19363305	
P00488	IC	1	1	1	Coagulation factor XIII A chain	F13A1	2632884.83														547675.279767084				2311634.10010641	2454268.77515725	1324543.52171225												387348.999534045	1040941.19877792							541252.2357														771425.852	511557.283200001													713034.793549806				992149.290579233						884005.15274606																	618628.757526584							
P53621	IC	4	4	4	Coatomer subunit alpha;Xenin;Proxenin	COPA	1575928.994	3451101.48800001	712801.485900001				560401.535130902	795755.342515991			2065100.58061828			829800.953507634	8123174.6105465		543726.170018004	2182654.88935606	278185.637455946		553692.712583387	718736.557543033		3393344.50410659		3126623.08414786	2473825.10097218	5517976.69441139	431951.104739124	4213685.26827194	2091826.27378643		2056659.97720352	534098.864029391		1481757.817	1471871.177	2742598.624	1341278.168	831166.7432	1433076.135		2998994.07200001		2330276.17500001				6979662.57409276	805586.883400001	5712932.55200001	3173381.07400001	3147625.528	2181443.878	2392565.299	2956913.824	784457.767038538	1439787.50200504	717278.841467039		440693.896593701		4262202.76270645	736225.952670208	1982725.89356877	2605781.07836721	1208710.21872737		1637629.10945947		2059357.7904788	585480.675030597		1301509.16575677	323716.424542592		810850.714824164	1290039.33043507	832223.172530573	2667799.10627386		4164134.01566772	5743923.4946517	7139770.90020654	2091303.42888509	933924.510453349		1705811.18172117	7348747.56596669	5507013.37490453		401564.880177409	1293758.2621399	719285.060996507	5168383.09483735	1172648.46647424	2886409.49922492	2727343.85931706					2922967.08693457
P53618	IC	2	2	2	Coatomer subunit beta	COPB1		648973.9236									3115196.1079172				551330.793353774					17084088.1938703		937348.553047502					626832.727719883	377340.179867498		779517.781185837		6027299.36881368	384405.790882479			308778.0209	727938.3257	786830.131400002	8659609.39300001		437298.135600001		426950.550900001		746746.2826							324700.5333	774601.814500001					488436.389405372	178852.590991552		172583.756821578		1171538.13205906		777553.763666342	936863.603745234			2149474.04778088		309381.482185832	3700371.41626101	522256.6168738	408954.11898963			393268.78416712						1781482.24530131	1172527.55449993		214367.299016532		262242.220751532	992986.630604229	796854.934040389					702911.047962947			168519.300696153					535198.760034792
P48444	IC	9	9	9	Coatomer subunit delta	ARCN1	515663.1094	671354.424300001	1003143.033			1018861.9110611	404353.734474358	818601.590961517	937159.636969774	1159729.81604775	2102024.13905947								566240.59295161			3123126.28518127				428022.561814801	3913065.93371131	553402.036598354		2079840.46906291	233111.974197788	627842.70998183	1988961.80495059	1392320.89783343		2633405.869	2582803.403	1834848.16700001	1620161.627	2557436.133	1035483.004	859493.097700002	1826826.621	1473622.739	2238830.01300001	391325.9677		679271.491100002	644103.909570618	2426293.675		1740650.94300001	2570257.365	1161119.364	767043.700900001	405680.648000001	2593405.26265154	1458879.79706064	950156.895647851	1560866.66480877	3647121.90284442	795492.35190692	4097817.78506957	2047446.97353605	2168347.8476594	1798267.03435286	320551.669386744	1214072.77398697	1856010.17885063	1045316.94919284	854663.133933051	1454026.36137373	2516926.30910639	1812156.41967607	897870.681911083	1100905.41695032	890705.570211731		1284577.67327311	1966655.85320793		1213950.36723549	933602.967738532	896836.602755357					1496280.3887116	404303.422001766						3507247.68862291			1144182.25943604	6845446.22995892		1155033.26670834	658876.594028712
Q9Y678	IC	7;1	7;1	7;1	Coatomer subunit gamma-1	COPG1		5925075.97100001	486505.384400001			664070.740205784	3389058.7403093	2290539.11346128		3132529.02434395	4777803.7146057			548770.375507046	6434270.65886657		977655.052209243	3142312.29798372	1780443.42168837	1134183.21359357	2641270.96351173	7393840.06502701	428809.651620393	2644846.44486556		1788734.73994061	4734081.45956613	3510773.87054832	8604788.53743948	7406367.3658352	4350770.54364107	1519673.50963238	4426620.79808924	4365204.89203899	304218.8472	2501464.322	4376314.48200001	5657249.59800001	2487195.693	2975726.38400001	2575545.422	1238919.281	8293731.49700002	2183335.499	2674095.81300001	2536639.005		837566.859600002	2179896.02814056	5318132.16000001	18004047.62	5688067.69800001	7634600.96400001	4102232.28000001	7715373.57100001	4512566.83	1686399.63197	3020955.89662695	4447457.60498205	378026.230188022	2794198.70881528	733862.045818096	5504853.29116865	2377208.51156448	5903802.18987049	5098898.013773	2394272.22391472	911403.43402911	5763825.72315487	2333484.65475651	6350199.58796236	1778966.84283724	13792560.9529887	3086934.66834225	686897.170886424	1121789.19897959	5415134.63289071	4396730.1594751	2592229.1822899	5087960.98524313	449602.242797902	1625102.86070883	6568659.55713141	8046859.81028998		1533248.88645222		2174252.82952757	5883572.34165581	3294778.20751993		1010921.70078133		226921.286326888	6387612.46669334	3991911.64018765	6481326.31270522	18286416.4984566	2629137.10820359	3318354.97522833	41939441.7442224	19667256.7133721	3857326.86216553
O00748	S	6	6	6	Cocaine esterase	CES2	5635724.143	3195483.04400001	10583937.38	850309.294100002	2451684.05500001	1787243.91311011	9847212.66327921	1900817.40981118	5153258.12249395	10581569.0751634	16567155.4949044	3537449.90800849		338498.32589836	3144025.05769949		4666291.90435893		5755749.38611604		4193286.58412858	417010.024403121	2603480.75980668	1603796.66081448		1451946.9731265	7351260.92186067		10763200.1818179	7631506.33911228		2661860.4187677	3200794.07441367	3114847.47513367		2990026.774	4509081.53500001	7946821.00600001	10583866.48	3121738.88400001	4227406.39400001	4389031.38500001	5412816.54600001	4750933.469	9099149.24100002	1470300.761	223184.015200001	3329399.095	9738874.78846504	12891333.76	12836176.49	19147470.15	22324902.29	5307751.68100001	5309316.153	7521259.345	3116108.93283377	4895786.63468528	7293878.58747102	5419248.01692331	11083942.3995042	1865717.44796167	9415808.042267	2447275.23446939	6975951.28663804	7734667.74660426	4080004.76093481	4388838.06275442	3900719.3041039	16922261.5846094	6778532.10834954	12544536.5466879	3438124.99863147	4778709.96680408	9145627.1337062	9978548.13570805	3631806.58770407	6536019.41078973	5466173.80098529	16370392.3504609	944290.309192049	19046157.4277763	13768577.0261423	9523832.83474375	14718473.7839115	1144807.15290976		2718421.43745866	9706641.0085783	15781978.1842031		634106.860456499		1015162.55548845	2863752.22157152	9175689.19140009	19087560.119943	39439784.027353	7868220.54279907	46120005.0215898	9217527.65929179	7892217.703692	8063745.29177411
P23528	IC	23	23	15	Cofilin-1	CFL1	289968276.3	307600591.200001	218816461.3	112776230	36875857.47	269542736.747024	415351953.008027	260156288.405267	299261060.544969	1466095961.85478	324757099.296698	22630083.0649436	14929055.5940943	266430556.442855	613375343.726313	15557083.3367538	196820704.658008	95950263.0167504	599187512.613169	839215077.120104	247942976.243137	251625098.979212	229976527.127988	497363482.546036	13384879.15	154269744.273901	250492883.994867	374898751.584779	114744659.930602	201018421.21374	372217354.879213	524889693.258058	235929004.95487	439619126.21688	94212843.4000001	375618850.8	247605869.2	294379748.400001	344434648.100001	419930276.700002	396748343.000002	198992314.3	177665957.9	315724539.5	511233993.500001	1006429123	94422980.83	61285211.4300001	201766776.619793	131389147.5	59207847.7700001	328531472.900001	366594979.6	310206304.700001	209707673.8	171112391.9	336693097.465956	132249227.391986	114546491.93935	499293523.208846	188366133.948453	252713916.608819	207706322.572121	144764928.085513	237170965.414709	325350595.097664	512643085.246991	292817333.572203	174185990.638062	778954030.798418	186913886.872661	471257747.465494	434183514.791391	345386053.12573	145415700.86966	337458656.378053	338406484.552629	443654819.816014	224992256.868926	305433405.798427	105732969.400108	258920184.674514	237147063.509107	299171138.410438	74424864.4222572	325693547.232632	42742142.4043191	139081262.739717	299298771.105223	291652465.61486	22067496.839588	87875287.4824075	69793714.9442029	22671154.1997241	314651491.22565	238251471.722803	132549493.664819	257601009.018559	93656463.7280701	129413247.003989	55028207.3781947	49025329.9992376	391817046.332104
Q6P1N0	IC	3	3	3	Coiled-coil and C2 domain-containing protein 1A	CC2D1A		1349798.7					1243094.80018809			822656.837749299				501320.305444406	419335.581828184		302818.221617584		1201252.80768278	576721.423440432	1401737.38311877	307567.137486513		198488.041413689				267796.780576636	1918918.20395815	293344.058183306		2110899.27112695	892408.852062923	411473.173348957		1237630.13	532598.940700001		1272804.974	968033.589300001	1726986.704	643005.156800001	445093.606800001		1711477.673	584147.848100001	374264.178300001				6525518.61200001	224528.1729	202543.0952	362327.6628	424355.0244	939446.135300002		183534.069187495	530751.860053619	806464.312713082						436105.685870144	700647.449705955			1044992.19557373	2047270.80577652		1427532.60057332	1496353.10714568	503617.518242057	697768.03576275	569272.185429265			430186.499553755		294059.710479532	340037.304363822	202314.867812785		878718.290614545			903086.606434299	1824551.79859048					870236.93751463		4872611.65628945	4640194.61382972	4589139.48024069		9954682.58759089		1858878.8571142
Q9Y2R0	TM	4	4	4	Coiled-coil domain-containing protein 56	CCDC56	4072689.71700001	7194987.59500001	3476306.59400001			4577237.96594566	572964.884763592	2392035.5992485	1261130.32636708		2181763.31313989											1033011.26408385					2651978.69501082		4033901.32724443	3507690.08089155		4641420.35422865	2438446.1811881	2656363.96154608		5403666.545	4563125.53600001	4474428.95500001	4341247.064	1376533.89	1225801.525	1730840.709	5992100.77100001	1070576.221	2459824.904	737567.438800001				4512869.21400001	4883726.32300001	6246496.855	4059064.94900001	3760079.371	6045026.916	8750059.36600002	4170744.63134088	943289.921353967	2021243.5797615	9937202.71362984	1265456.92568018	5081039.72711977	3411442.38811338	3586288.06660129	3469873.75311793	6862967.45970195	5651757.89034156	2605874.2576775	1355076.66363297	1743342.37810893	3434781.10594431	2834882.33357854	1091366.25318835	2442185.99948078	928501.420053326	880265.950793355	2635137.43393794	2425504.66256359		2117305.37284891																7026538.30916416	939846.444368381	3320345.78966116	2337310.09330351	1361525.3963613	4326983.20542691		5681735.17629606
Q4VC31	IC	2	2	2	Coiled-coil domain-containing protein 58	CCDC58	667593.033300002	322749.847100001					818267.458904905	995981.962504131																			493887.340431237					840038.627939639				2357444.341	1413266.237	2710122.88000001		412776.0826			185949.7389									159908.1717	338001.5086									354423.69608514	673660.536807481		1557331.47384311	2049525.35984988			950972.490503841		80397.3341837847		346049.406173252	1874055.44597729																							858486.354332238	1081778.66631646		881042.399018754	159538.032050133		327408.302558058
Q9NX63	L	12	12	12	Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial	CHCHD3	1755921.222	15024022.05	7757619.73200002	2339692.063	3345762.43800001	24009861.3048389	10515142.934997	18004179.2551508	1784102.6368237	4546339.64960825	7397674.21407255	4199311.73350658	1186920.93208078	6306971.26911184	2280303.70791418	4591642.05166563	4346591.31315553		5644512.02578053	1027930.62995241	4304887.31277996	7112760.98084677	5106800.02871622	1532766.63505274	1363035.804	2727902.20831869	6355941.27461281	2151456.3578248	4059364.30378055	13959238.2740444	3216553.45909889	22811938.0231006	5376494.37776221	16858880.6373007	3377491.51100001	25617541.37	25145767.57	14414959.17	9899522.40900002	10248487.68	18401278.66	13146246.56	20747596.06	12056687.94	6504332.384	6570497.166	3785064.37000001	8930545.41100002	1837534.71280345	3797198.192	9111456.60600001	34887365.9300001	28073343.78	13391089.83	14037379.2	21637829.42	11854180.9710816	10676998.8503253	10813111.8545939	30051291.5904721	4422414.37189649	16436835.5912723	15670383.9800613	15808700.6655201	28454102.6086654	16650091.788021	13759622.2736431	19387814.8280807	12063608.3405807	5252240.28187394	10848824.2068436	7799276.92519978	29547498.8052968	16540576.3275387	9380233.3490653	4332743.37727767	15939427.0750814	22339036.0959196	10042484.5568167	8810873.08058145	2227352.2919382	4371397.0932534	5835972.85153254	5004407.51452664	10102268.7075124	7340197.54572694	9837700.23740777	4440007.62777592	11923646.3536102	11836778.3199468	1403956.85543963	3190659.51716992		3219023.50130962	1570739.6311628		2903730.78758472	12911388.773193	1537441.93971628	8478653.41841261	8322357.97111913	13400841.5454088	25664528.2508068
Q9NYJ1	IC	1	1	1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 8	CHCHD8	1356854.259	774328.966300001	316544.9462			600288.057804829					513983.789577546																						546352.238989616					362748.414700001							316641.940600001						1178870.54	708135.257500001	526347.0261	420777.973400001	1460159.509	2181312.186	588035.713340816	276325.886797902	931472.120639542	453983.429700612			597802.772955988	730087.510489903	793483.427043304	339270.140979221			581311.788626692		828713.888650333		582002.350865514			386375.623293472				309284.596526091																	977570.211805815	1490389.95210761			1768652.53058492	977614.809499858	687386.488470339
P02452	S	11	11	11	Collagen alpha-1(I) chain	COL1A1			15967798.79	78076899.1500002	120559951.8				1422609.91842841		1232854.04812234	798005112.589756	56108803.0769729	281447.154702644	325879.118193278	395098645.316244		7690013.01413767			754574.024155881				431848745.400001	49444778.8805353	960320.241954012	829422.942733058	494208.082369937				302157.759515492		40042730.68							774058846.100004	211207.3935			11796431.48	849518.3538		23550473.0760491	5690660.56200001			684927.209000001					378843.352146035					491883.446895763					209364.420030798							148777.051534707	206802.463977042			112891.871547509	201946.813781891		2381437.73029343		52470988.520589			12789098.121718		868565.973001342		3005134433.41469	53293881.4343781	119203076.790843	295518721.296497			8848013.88571155		167132337.181908				
P12109	S	8	8	8	Collagen alpha-1(VI) chain	COL6A1		524689.428200001	265995729.900001	337487015.2	33254378.0900001	1736638.55571908		378403.510004742	2504559.31042766		820121.98812837	1014898143.02804	371877965.640099		1291600.63197308	1297452205.04572		548844419.695117						453365.747164125	721776440.000001	128479417.352669	242593.766126084	6073576.01646419	19465030.9520562						166098495.6	318338.409100001					518292.122400001	76612858.5500002		1028049.903	1112979.195		1251175.402	690887.280900001	244220368.913505	15339377.54						182061.4275	953620.670530288			1396064.71123959			235474.668932605		327644.212639768							924105.335959504	203619.48075529		293733.864941562			953586.206826486	198692.108627356	2602527.08695572		27122903.9483591	1462668.64336523	56792175.8670792	1399036.13077778		1548320.3658482		2987925.49802231		516430951.592743	150035825.529665	179833369.793728	341220906.808918	241995.820374847	3812869.11512507	519605340.623866		477347995.537205	3386202.38178505	1047274.34982875	990627.866681883	
P08123	S	12	12	12	Collagen alpha-2(I) chain	COL1A2			59588895.6900001	177470774.7	120814522.9	275378.409251418	81746.3742935137	561712.459171111				2202413491.03618	335906314.41125		215363.591153818	1053082090.6852		1896624.29499719	100392.178885876			162952.861270208			945584681.300002	79998445.9946363	482693.073977815	1665995.78257979	21510556.7337911		607092.360814631		202556.604925014	578067.949421942	159621634.3		360595.3177		893500.196100001	260990.022300001		1076430693	124820.5761				6030067.64400001		94986645.0094282	22659444.94	343737.1195							72867.2943087915				142698.876632828	397748.0715805					220012.226609158	394955.364526753	435163.354535673		274435.984055144	197960.107790724	245151.685057927	261881.338929601		182445.657143457	561080.820816638	74147.055694566	205571.463878517		5818564.35133549		106648025.057494			50489891.1497131		3970848.69308513		1470404565.76407	166146836.873115	259131364.429018	328111886.206019		7245617.17704037	149104648.116391	357337.746911076	391261901.732017	2696593.55045287	2486197.80245526		
